Country Name,Series Name,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
India,Access to electricity (% of population),67.9,70.13076019,71.6510849,75,76.3,67.6,79.9,80.73804474,83.58521271,88,89.53488159,92.45683289,95.19329834,97.81528473,..,..
India,Agricultural land (% of land area),60.50941918,60.4132262,60.45930465,60.56390611,60.39741826,60.43004315,60.42062566,60.43946065,60.44719645,60.43138851,60.43138851,60.43138851,60.43138851,..,..,..
India,Arable land (% of land area),53.36423168,53.14897467,53.13989352,53.11601344,52.80826318,52.79817301,52.65253818,52.61755892,52.62462204,52.6088141,52.6088141,52.6088141,52.6088141,..,..,..
India,Average supply of protein of animal origin (g/cap/day),9.7,10.3,10.7,11,11,11.3,11.7,11.7,11.7,12,12.7,13.3,14,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Building,81.35,83.34,85.39,89.57,92.71,96.72,97.46,99.59,103.75,107.82,111.86,113.75,118.84,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Bunker Fuels,34.48,33.52,31.2,33.57,36.07,38.78,39.85,40.57,40.88,41.48,43.09,45.59,47.54,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Electricity/Heat,638.85,701.16,721.88,789.51,819.68,860.23,989.12,1006.04,1123.44,1103.23,1097.81,1157.77,1241.34,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Energy,1150.02,1267.59,1350.8,1483.48,1573.95,1664.31,1807.17,1862.51,2028.87,2038.42,2072.68,2192.53,2309.22,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Fugitive Emissions,1.64,1.64,1.64,1.86,1.81,1.7,1.91,1.53,1.48,1.53,1.81,1.72,1.44,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Industrial Processes,64.23,68.51,73.08,85.05,91.37,96.49,101.4,104.3,108,111.8,110.6,108.9,125.3,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,4.97,4.97,4.97,4.98,4.98,-64.83,-64.83,-64.83,-64.84,-64.84,-34.27,-34.27,-34.27,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Manufacturing/Construction,260.24,294.8,308.18,355.6,398.01,443.4,431.78,469.25,500.41,503.78,525.1,558.99,571.38,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Other Fuel Combustion,47.3,43.67,70.49,68.24,68.81,52.97,65.39,59.84,64.05,64.3,66.71,69.07,70.9,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Total excluding LUCF,1214.25,1336.1,1423.88,1568.53,1665.31,1760.8,1908.57,1966.81,2136.87,2150.22,2183.28,2301.44,2434.52,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Total including LUCF,1219.23,1341.07,1428.85,1573.51,1670.29,1695.97,1843.74,1901.98,2072.03,2085.38,2149.01,2267.16,2400.25,..,..,..
India,CO2 emissions by sector (Mt CO2 eq) - Transportation,120.65,142.98,163.21,178.71,192.92,209.3,221.52,226.26,235.75,257.75,269.4,291.23,305.33,..,..,..
India,CO2 emissions per dollar of manufacturing value added (kgCO2 per constant 2010 US$),1.44,1.5,1.56,1.65,1.72,1.81,1.66,1.73,1.72,1.52,1.47,1.48,..,..,..,..
India,Coal rents (% of GDP),1.097788817,1.183737893,2.845080212,1.389415438,1.637103828,2.020306204,1.490725928,1.211580981,0.977394728,0.760087154,0.804135881,0.939988105,1.15119017,0.816504693,..,..
India,Comparative advantage in environmental goods (index),0.506848451,0.524035925,0.574532271,0.505046747,0.511294888,0.426447857,0.447946243,0.472283546,0.478141998,0.538022492,0.544127802,0.499570519,0.501269224,0.490688151,..,..
India,Energy intensity of the economy (kWh per 2011$PPP),1.427,1.402,1.295,1.311,1.226,1.168,1.163,1.174,1.178,1.13,1.105,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Consumption,2.311664918,2.303613383,2.337431656,2.39216479,2.421281762,2.456492032,2.452726073,2.496209637,2.578798353,2.613336846,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - End_of_Life,15.13434209,14.94428689,15.10194982,15.036269,15.03220606,15.02556584,14.88281945,14.95291769,14.8620754,14.98432067,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - LULUC (Production),1.135711978,1.336258747,1.080365811,2.011392249,1.86521358,1.308999108,1.859131124,1.318121722,1.25575335,1.033761187,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Packaging,3.529952723,3.80071936,3.581828212,3.80072343,3.829627686,4.151939191,5.123485743,5.701344815,6.149196451,6.191089885,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Processing,1.00822074,1.032214142,1.017229482,1.046679742,1.191031564,1.284156187,1.2449921,1.231105561,1.362079641,1.419276121,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Production,75.0911504,74.52649591,74.57387458,73.20076895,72.9772992,72.91409978,71.47870516,71.32387638,70.76023437,70.51792084,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Retail,0.362012636,0.377564882,0.395335775,0.449813421,0.481936109,0.51386188,0.528778172,0.541211585,0.559906875,0.581181897,..,..,..,..,..,..
India,Food GHG emissions by system stage (Share of total) - Transport,1.426944513,1.678846692,1.911984661,2.062188414,2.201404035,2.344885979,2.429362179,2.435212618,2.471955557,2.659112553,..,..,..,..,..,..
India,GDP (current US$),9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70111E+12,2.8705E+12,2.62298E+12,..
India,GDP growth (annual %),8.060732573,7.660815065,3.08669806,7.861888833,8.497584702,5.241315001,5.456388753,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.532989011,4.041554187,-7.964610411,..
India,GDP per capita (current US$),806.7532806,1028.334772,998.5223415,1101.960838,1357.563727,1458.104066,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,1996.915087,2100.751461,1900.70681,..
India,"GHG emissions from food systems, by gas (Mt CO2 eq) - CO2",168340.0524,179972.9403,178987.4778,203817.9478,211174.9823,217390.8968,244889.7379,249909.0702,266539.7108,269466.7552,..,..,..,..,..,..
India,"GHG emissions from food systems, by gas (Mt CO2 eq) - Methane",673149.017,686736.5266,692802.4152,687165.8268,693913.7834,701246.0784,701434.8162,707605.0967,711012.3885,711874.7395,..,..,..,..,..,..
India,"GHG emissions from food systems, by gas (Mt CO2 eq) - N2O",128912.2927,132941.3668,135662.1935,138321.6185,141807.8366,144498.8908,142656.322,141814.4732,143474.6214,145724.5184,..,..,..,..,..,..
India,GHG growth (annual %),4.85,7.04,4.41,6.49,4.42,1.3,5.68,2.1,6.1,0.46,2.37,4.22,4.49,..,..,..
India,Government Effectiveness: Estimate,-0.0983199,0.1219054,-0.0191939,-0.0124214,0.0258973,0.0059228,-0.1710446,-0.1717331,-0.2060476,0.0900683,0.0749455,0.0868715,0.2842539,0.1708809,..,..
India,"Labor force, female (% of total labor force)",25.74275097,25.0610008,24.3762267,23.70396794,23.03253742,22.11797747,21.22676722,21.01879608,20.82547582,20.65212255,20.49006748,20.34339284,20.20920814,20.31709151,..,..
India,Mineral rents (% of GDP),1.01880919,1.700490275,2.27975229,0.93637579,1.513156657,1.423785358,0.765650626,0.893952548,0.53639429,0.285905213,0.35669715,0.457569725,0.430342229,0.643561169,..,..
India,Natural gas rents (% of GDP),0.148632833,0.085956171,0.080400512,0.12132141,0.104213538,0.168701655,0.141898661,0.091860254,0.087581142,0.069161772,0.034474522,0.036948621,0.049505714,0.033988109,..,..
India,Net food imports by crop - Barley,-832,-347540,-164407,-50839,-31088,-44023,-82172,-545752,-502613,-81309,140096,249386,83585,254508,..,..
India,Net food imports by crop - Maize,1168,-343563,-159545,-32087,-26088,-32478,-114927,-534624,-496717,-55867,178220,81664,25689,310528,..,..
India,"Net food imports by crop - Rice, milled",-670,-347691,-166740,-51158,-33043,-43646,-116815,-544930,-502207,-83024,-675,1015,1009,2955,..,..
India,"Net food imports by crop - Rice, paddy (rice milled equivalent)",-670,-347691,-166740,-51158,-33043,-43646,-116814,-544929,-501974,-83024,-666,1066,1228,3892,..,..
India,Net food imports by crop - Soybeans,-496,-347807,-166787,-51173,-33133,-44618,-116516,-545502,-499825,-70951,61962,76943,155887,227616,..,..
India,Net food imports by crop - Wheat,6078723,2329997,-166805,113159,152117,-44714,-115784,-534608,-484884,427584,1909172,5345919,80069,-195,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Agriculture,662.47,679.66,687.34,681.39,691.43,701.81,695.63,698.17,699.71,700,703.63,709.51,718.71,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Energy,107.43,110.32,113.2,116.09,118.99,118.22,117.45,116.68,115.91,115.14,115.21,115.29,115.36,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Fugitive Emissions,48.47,50.92,53.36,55.8,58.25,57.34,56.44,55.53,54.63,53.73,53.47,53.22,52.97,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Industrial Processes,12.17,12.64,13.11,13.58,14.05,14.91,15.78,16.65,17.52,18.38,20,21.62,23.24,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,3.13,5.41,3.17,10.13,7.81,3.95,9.36,5.33,4.39,3.36,4.41,7.17,5.91,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Other Fuel Combustion,58.96,59.4,59.84,60.29,60.74,60.87,61.01,61.15,61.28,61.42,61.74,62.06,62.39,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Total excluding LUCF,851.32,873.14,885.46,884.13,898.81,910.4,905.42,909.18,911.91,913.43,919.83,928.48,940.46,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Total including LUCF,854.45,878.55,888.63,894.26,906.63,914.34,914.78,914.51,916.31,916.79,924.24,935.65,946.38,..,..,..
India,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Waste,69.26,70.52,71.8,73.07,74.34,75.45,76.56,77.67,78.78,79.89,80.98,82.07,83.16,..,..,..
India,Oil rents (% of GDP),1.389688817,1.185832764,1.596356958,0.677677975,0.811983564,1.342550987,1.303833464,1.154074938,0.927377893,0.354014207,0.234217169,0.322149817,0.452287397,0.361661241,..,..
India,People using at least basic drinking water services (% of population),83.65179214,84.16605196,84.67634135,85.18237554,85.68425222,86.18204472,86.67656079,87.16750039,87.65476481,88.13813263,88.61740577,89.09243315,89.56293708,90.02869896,90.48952503,..
India,People using at least basic sanitation services (% of population),31.24230559,34.01546073,36.80268608,39.60301534,42.41651879,45.24319673,48.08510146,50.94117568,53.81088813,56.69339984,59.58787271,62.49361923,65.40956223,68.33481002,71.26847596,..
India,People with basic handwashing facilities including soap and water (% of population),..,..,..,..,66.89906807,66.97611902,67.05584145,67.1380113,67.22285792,67.31037222,67.40056273,67.49364379,67.58940082,67.68782584,67.78892869,..
India,Per capita daily coal consumption (short tons per capita per day),0.001175635,0.001230738,0.00124344,0.001234187,0.001283461,0.001294502,0.001299554,0.001312545,0.001331576,0.001350395,0.001368923,0.001397959,0.001477263,0.001433102,..,..
India,Per capita daily gas consumption (thousand cubic feet per capita per day),0.003220171,0.003382091,0.003464258,0.004235702,0.005055273,0.004953405,0.004557211,0.003965781,0.00383413,0.003666085,0.003950898,0.004006353,0.004080067,..,..,..
India,Per capita daily oil consumption (barrels per capita per day),0.002277162,0.002411533,0.002456946,0.002479445,0.002545585,0.002576205,0.002684505,0.002672452,0.002740034,0.002937063,0.0031959,0.003384878,0.003523141,..,..,..
India,Per capita GHG emissions (tons/capita),1.78,1.88,1.93,2.03,2.09,2.09,2.18,2.2,2.31,2.29,2.32,2.39,2.47,..,..,..
India,Political Stability and Absence of Violence/Terrorism: Estimate,-1.063722,-1.151811,-1.107512,-1.353806,-1.277984,-1.326795,-1.28931,-1.229174,-0.997912,-0.9484934,-0.9538398,-0.7648019,-0.9870132,-0.7708004,..,..
India,"Population, total",1165486291,1183209471,1200669762,1217726217,1234281163,1250287939,1265780243,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385,1393409000
India,Proportion of seats held by women in national parliaments (%),8.256880734,9.057301294,9.057301294,10.82568807,10.82568807,11.00917431,11.00917431,11.00917431,11.41804788,11.97053407,11.97053407,11.80811808,11.80811808,14.39114391,14.36464088,..
India,Regulatory Quality: Estimate,-0.2798955,-0.3048282,-0.389451,-0.3267712,-0.3786293,-0.3445381,-0.4727815,-0.4706369,-0.4477591,-0.3914646,-0.306505,-0.2529919,-0.2273288,-0.1609437,..,..
India,Rule of Law: Estimate,0.1773311,0.0937817,0.0860389,0.013824,-0.0373795,-0.0906831,-0.0719577,-0.0573845,-0.0633363,-0.0474092,-0.0289695,-0.0012233,0.0256504,-0.0304647,..,..
India,Share of surface occupied by forest (% of total),23.11793057,23.18200317,23.24607576,23.31014836,23.37422095,23.46382169,23.55342242,23.64302315,23.73262388,23.82222461,23.91182535,24.00142608,24.09102681,24.18062754,24.27022827,..
India,Tax revenue (% of GDP),11.12933705,12.10834699,10.97717215,9.809725406,10.38803979,10.1773872,10.83677172,11.00162569,9.984654191,10.56970905,11.14773842,11.38744398,12.02551587,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Agriculture,662.47,679.66,687.34,681.39,691.44,701.81,695.63,698.17,699.71,700.01,703.63,709.5,718.7,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Building,81.35,83.34,85.39,89.57,92.71,96.72,97.46,99.59,103.75,107.82,111.86,113.75,118.84,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Bunker Fuels,34.48,33.52,31.2,33.57,36.07,38.78,39.85,40.57,40.88,41.48,43.09,45.59,47.54,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Electricity/Heat,638.85,701.16,721.88,789.51,819.68,860.23,989.12,1006.04,1123.44,1103.23,1097.81,1157.77,1241.34,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Energy,1257.45,1377.91,1464.01,1599.57,1692.93,1782.53,1924.61,1979.19,2144.78,2153.56,2187.89,2307.82,2424.58,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Fugitive Emissions,50.11,52.56,55,57.66,60.05,59.04,58.35,57.07,56.11,55.26,55.28,54.94,54.41,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Industrial Processes,76.4,81.15,86.19,98.63,105.42,111.41,117.19,120.95,125.52,130.19,130.61,130.52,148.54,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,8.1,10.38,8.14,15.12,12.8,-60.88,-55.47,-59.5,-60.44,-61.48,-29.86,-27.1,-28.36,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Manufacturing/Construction,260.24,294.8,308.18,355.6,398.01,443.4,431.78,469.25,500.41,503.78,525.1,558.99,571.38,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Other Fuel Combustion,106.26,103.07,130.34,128.53,129.54,113.84,126.4,120.98,125.33,125.72,128.45,131.14,133.28,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Total excluding LUCF,2065.57,2209.24,2309.34,2452.66,2564.13,2671.2,2814,2875.98,3048.79,3063.65,3103.11,3229.92,3374.99,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Total including LUCF,2073.67,2219.62,2317.48,2467.78,2576.93,2610.32,2758.53,2816.49,2988.34,3002.17,3073.24,3202.82,3346.63,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Transportation,120.65,142.98,163.21,178.71,192.92,209.3,221.52,226.26,235.75,257.75,269.4,291.23,305.33,..,..,..
India,Total GHG emissions by sector (Mt CO2 eq) - Waste,69.25,70.53,71.8,73.07,74.34,75.45,76.56,77.67,78.78,79.89,80.98,82.07,83.17,..,..,..
India,Total natural resources rents (% of GDP),3.936968285,4.457773677,7.100894043,3.383993431,4.443014279,5.306815147,4.009669884,3.627618671,2.793775459,1.764172696,1.729645283,1.962666427,2.23321722,2.006413418,..,..
India,Trade in environmental goods as share of total exports (%),0.019671062,0.021385334,0.023354059,0.021299498,0.021610339,0.017716063,0.019479981,0.020313898,0.021490228,0.025641759,0.026508686,0.025531516,0.025819304,0.027154455,..,..
India,Trade in environmental goods as share of total imports (%),0.030545558,0.03365822,0.029830434,0.034284877,0.029009967,0.030194785,0.030120568,0.030202407,0.031548994,0.041088457,0.050135062,0.044248939,0.0436382,0.04633888,..,..
India,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.52,5.41,5.36,5.61,5.65,5.65,5.66,5.67,5.6,5.56,5.51,5.41,5.33,5.27,7.11,..
India,Urban population (% of total population),29.569,29.906,30.246,30.587,30.93,31.276,31.634,32.003,32.384,32.777,33.182,33.6,34.03,34.472,34.926,35.393
India,Voice and Accountability: Estimate,0.4371937,0.4539639,0.4621931,0.4606846,0.4432724,0.4358186,0.3994542,0.4327801,0.413294,0.4278702,0.4409836,0.3870479,0.3519836,0.2690398,..,..
Japan,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Japan,Agricultural land (% of land area),12.81481481,12.75720165,12.69684499,12.64471879,12.60082305,12.51303155,12.48010974,12.44993141,12.39506173,12.33470508,12.26611797,12.1920439,12.12620027,..,..,..
Japan,Arable land (% of land area),11.91495199,11.86831276,11.81893004,11.78052126,11.74759945,11.67078189,11.64883402,11.62688615,11.5829904,11.53635117,11.478738,11.41563786,11.36351166,..,..,..
Japan,Average supply of protein of animal origin (g/cap/day),51,50.7,49.7,49,48.3,48,48.3,48.3,48.3,47.7,47.3,47.3,47.7,..,..,..
Japan,"Central government debt, total (% of GDP)",130.8289729,134.2181752,140.4134348,158.8746295,162.2964066,177.9609429,186.025418,188.881476,194.4280527,197.2844227,196.581694,..,..,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Building,147.52,142.57,134.07,124.89,126.14,124.86,121.32,125.28,118.92,114.01,111.56,115.44,106.11,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Bunker Fuels,30.25,28.61,26.32,26.2,26.59,27.61,28.49,27.97,27.37,28.68,30.43,30.71,31.3,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Electricity/Heat,504.47,557.16,532.88,502.25,546.23,603.56,652.83,658.43,636.28,610.36,608.59,589.35,561.86,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Energy,1158.27,1195.7,1131.07,1075.9,1131.76,1187.19,1226.6,1234.09,1193.26,1155.55,1145.42,1125.5,1080.72,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Industrial Processes,31.99,30.66,28.55,25.31,24.32,24.98,25.62,26.81,26.56,25.94,25.97,26.43,25.43,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry,-97.63,-97.79,-97.88,-98.01,-98.12,-49.5,-49.56,-49.64,-49.71,-49.75,-32.06,-32.07,-32.07,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Manufacturing/Construction,235.19,232.03,212.15,200.12,211.82,218.36,214.45,216.34,209.97,202.35,197.98,196.8,191.68,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Other Fuel Combustion,21.17,21.2,18.25,21.08,18.91,17.38,17.31,16.02,16.13,17.52,18.39,16.85,16.51,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Total excluding LUCF,1190.26,1226.36,1159.62,1101.21,1156.08,1212.17,1252.22,1260.9,1219.82,1181.5,1171.39,1151.93,1106.15,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Total including LUCF,1092.63,1128.57,1061.73,1003.19,1057.96,1162.67,1202.66,1211.27,1170.11,1131.74,1139.33,1119.86,1074.08,..,..,..
Japan,CO2 emissions by sector (Mt CO2 eq) - Transportation,249.92,242.75,233.72,227.56,228.65,223.03,220.7,218.03,211.97,211.32,208.9,207.07,204.56,..,..,..
Japan,CO2 emissions per dollar of manufacturing value added (kgCO2 per constant 2010 US$),0.27,0.26,0.24,0.27,0.25,0.26,0.25,0.25,0.24,0.22,0.21,0.21,..,..,..,..
